Sample Name,Variety,Replicate,Section,HPH Energy,nanopaper.rep,Weight (g),Thickness (mm),Density (g/cm3),Porosity (%),Grammage (g/m2),? (%),UTS (MPa),E (GPa),UT (MJ m-3),TI,Strain*,UTS*,E*,UT *,TI*
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,6,0.1961,0.079,1.10323488,24.43596709,87.15555556,1.52,78.53,7.05,0.69,71.18157828,1.52,78.53,7.05,0.69,71.18157828
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,7,0.1956,0.0777,1.118833119,23.3675946,86.93333333,0.93,59.6,7.12,0.29,53.26978528,,,,,
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,8,0.1928,0.0798,1.0737956,26.45235616,85.68888889,1.4,72.4,6.81,0.59,67.42437759,1.4,72.4,6.81,0.59,67.42437759
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,9,0.1954,0.0767,1.132261336,22.44785372,86.84444444,2.5,94.14,7.41,1.58,83.14334954,2.5,94.14,7.41,1.58,83.14334954
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,10,0.1962,0.0795,1.096855346,24.87292151,87.2,1.89,83.19,7.06,0.99,75.84409404,1.89,83.19,7.06,0.99,75.84409404
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,11,0.1946,0.0803,1.077072091,26.22793899,86.48888889,2.15,88.43,7.38,1.22,82.10221095,2.15,88.43,7.38,1.22,82.10221095
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,12,0.1957,0.0794,1.095438007,24.9699995,86.97777778,2.23,89.03,6.86,1.28,81.27342616,2.23,89.03,6.86,1.28,81.27342616
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,13,0.1959,0.0787,1.106310885,24.22528183,87.06666667,1.67,81.74,7.5,0.81,73.88519908,1.67,81.74,7.5,0.81,73.88519908
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,14,0.1948,0.0776,1.115693013,23.58267037,86.57777778,2.4,94.84,7.89,1.52,85.00546201,2.4,94.84,7.89,1.52,85.00546201
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,15,0.1957,0.0789,1.102379946,24.49452421,86.97777778,2.14,88.31,7.39,1.24,80.10849642,2.14,88.31,7.39,1.24,80.10849642
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,16,0.1936,0.0793,1.085049741,25.6815246,86.04444444,0.73,46.53,6.73,0.17,42.8828267,,,,,
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,1,0.1961,0.0814,1.070707071,26.66389927,87.15555556,2.29,98.73,7.28,1.39,92.21009434,2.29,98.73,7.28,1.39,92.21009434
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,2,0.201,0.0803,1.112494811,23.80172527,89.33333333,3.02,113.64,7.43,2.28,102.148791,3.02,113.64,7.43,2.28,102.148791
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,3,0.1998,0.0816,1.088235294,25.46333602,88.8,3.13,112.34,7.08,2.34,103.2313514,3.13,112.34,7.08,2.34,103.2313514
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,4,0.1986,0.0804,1.084024323,25.75175871,87.15555556,2.15,99.1,7.63,1.36,91.41861295,2.15,99.1,7.63,1.36,91.41861295
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,5,0.1961,0.0798,1.110554163,23.93464636,88.62222222,3.07,112.32,7.28,2.29,101.1386961,3.07,112.32,7.28,2.29,101.1386961
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,6,0.1994,0.0801,1.089194063,25.39766692,87.24444444,2.86,110.11,7.31,2.07,101.093096,2.86,110.11,7.31,2.07,101.093096
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,7,0.1963,0.0787,1.113087675,23.76111817,87.6,2.91,110.42,7.62,2.14,99.20152968,2.91,110.42,7.62,2.14,99.20152968
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,8,0.1971,0.0791,1.147914033,21.37575117,90.8,1.8,91.38,7.68,0.99,79.60526432,1.8,91.38,7.68,0.99,79.60526432
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,9,0.2043,0.0815,1.103749148,24.40074329,89.95555556,3.35,111.03,7.16,2.51,100.5935091,3.35,111.03,7.16,2.51,100.5935091
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,10,0.2024,0.0809,1.098750172,24.74313893,88.88888889,3.18,110.03,7.21,2.33,100.1410538,3.18,110.03,7.21,2.33,100.1410538
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,11,0.2,0.08,1.118333333,23.40182648,89.46666667,1.51,81.26,7.14,0.71,72.66169896,,,,,
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,12,0.2013,0.0804,1.111663903,23.8586368,89.37777778,1.68,85.53,7.22,0.83,76.93872203,,,,,
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,13,0.2011,0.0816,1.098583878,24.7545289,89.64444444,2.53,98.71,7.35,2.07,89.85203768,2.53,98.71,7.35,2.07,89.85203768
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,14,0.2017,0.08,1.131666667,22.48858447,90.53333333,2.14,96.45,7.33,1.3,85.22827688,2.14,96.45,7.33,1.3,85.22827688
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,15,0.2037,0.0812,1.114942529,23.63407337,90.53333333,3.48,114.41,7.21,2.69,102.6151546,3.48,114.41,7.21,2.69,102.6151546
Graingrass-2-Leaf-M,Graingrass,2,Leaf,M,16,0.1996,0.0796,1.114461195,23.66704145,88.71111111,2.36,98.98,7.13,1.47,88.81421844,2.36,98.98,7.13,1.47,88.81421844
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,1,0.1608,0.0645,1.108010336,24.1088811,71.46666667,1.66,89.22,8.26,0.9,80.52271455,1.66,89.22,8.26,0.9,80.52271455
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,2,0.1629,0.0656,1.103658537,24.40694955,72.4,1.48,83.65,7.41,0.72,75.79337017,1.48,83.65,7.41,0.72,75.79337017
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,3,0.1642,0.0648,1.126200274,22.86299491,72.97777778,1.71,89.68,7.42,0.92,79.63059683,1.71,89.68,7.42,0.92,79.63059683
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,4,0.1639,0.0652,1.11724608,23.47629586,72.84444444,2.33,101.48,7.54,1.51,90.830482,2.33,101.48,7.54,1.51,90.830482
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,5,0.162,0.0644,1.118012422,23.42380669,72,1.54,85.86,7.32,0.76,76.797,1.54,85.86,7.32,0.76,76.797
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,6,0.1627,0.0644,1.12284334,23.0929219,72.31111111,2.95,110.94,7.3,2.11,98.80274124,2.95,110.94,7.3,2.11,98.80274124
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,7,0.1625,0.0661,1.092620609,25.16297202,72.22222222,1.15,71.06,7.51,0.44,65.03629846,1.15,71.06,7.51,0.44,65.03629846
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,8,0.1609,0.0649,1.101866119,24.52971789,71.51111111,2.36,103.32,7.86,1.58,93.76819764,2.36,103.32,7.86,1.58,93.76819764
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,9,0.1613,0.064,1.120138889,23.2781583,71.68888889,1.16,75.08,7.59,0.46,67.02740236,1.16,75.08,7.59,0.46,67.02740236
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,10,0.1595,0.0644,1.100759144,24.60553807,70.88888889,0.97,67.36,7.74,0.34,61.19413166,,,,,
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,11,0.1594,0.0634,1.117420259,23.4643658,70.84444444,1.78,95.89,7.47,1.01,85.81372961,1.78,95.89,7.47,1.01,85.81372961
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,12,0.1615,0.0637,1.126809698,22.82125355,71.77777778,1.49,89.32,7.74,0.76,79.26804334,1.49,89.32,7.74,0.76,79.26804334
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,13,0.1705,0.0641,1.182180621,19.02872462,75.77777778,2.72,124.41,8.37,2.14,105.2377258,2.72,124.41,8.37,2.14,105.2377258
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,14,0.1607,0.0643,1.110765509,23.92017062,71.42222222,0.89,64.51,8.4,0.31,58.07706441,,,,,
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,15,0.1596,0.0637,1.113553114,23.7292388,70.93333333,1.18,77.39,7.71,0.51,69.49825658,1.18,77.39,7.71,0.51,69.49825658
Graingrass-2-Leaf-H,Graingrass,2,Leaf,H,16,0.1579,0.0645,1.088027562,25.47756422,70.17777778,1.14,68.26,7.12,0.39,62.73738125,1.14,68.26,7.12,0.39,62.73738125
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,1,0.224,0.1018,0.977952412,33.01695807,99.55555556,2.18,89.65,6.6,1.21,91.67112723,2.18,89.65,6.6,1.21,91.67112723
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,2,0.2231,0.0979,1.012824878,30.62843301,99.15555556,2.36,98.73,7.09,1.46,97.47983303,2.36,98.73,7.09,1.46,97.47983303
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,3,0.2226,0.0975,1.014700855,30.49994146,98.93333333,2.95,110.99,7.45,2.11,109.3819912,2.95,110.99,7.45,2.11,109.3819912
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,4,0.2202,0.0997,0.981611501,32.76633554,97.86666667,3,110.19,7.07,2.14,112.254186,3,110.19,7.07,2.14,112.254186
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,5,0.2197,0.0981,0.995356212,31.82491695,97.64444444,1.54,80.18,7.12,0.72,80.55407601,1.54,80.18,7.12,0.72,80.55407601
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,6,0.2158,0.0966,0.992868645,31.99529828,95.91111111,2.3,93.36,7.08,1.32,94.03056534,2.3,93.36,7.08,1.32,94.03056534
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,7,0.2168,0.0973,0.99029348,32.17167949,96.35555556,1.1,63.41,6.6,0.38,64.03152329,,,,,
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,8,0.2198,0.0992,0.984767025,32.55020376,97.68888889,1.43,74.76,6.71,0.59,75.91643312,,,,,
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,9,0.2192,0.0969,1.00538929,31.13771985,97.42222222,2.74,104.77,7.03,1.83,104.2083907,2.74,104.77,7.03,1.83,104.2083907
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,10,0.2186,0.0985,0.986350818,32.44172481,97.15555556,2.25,95.54,7.22,1.35,96.86208829,2.25,95.54,7.22,1.35,96.86208829
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,11,0.2144,0.0987,0.965439604,33.87399974,95.28888889,2.91,105.44,7.41,1.98,109.2144963,2.91,105.44,7.41,1.98,109.2144963
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,12,0.2243,0.0983,1.014129083,30.53910388,99.68888889,2.85,107.76,7.33,1.97,106.2586625,2.85,107.76,7.33,1.97,106.2586625
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,13,0.2239,0.102,0.975599129,33.17814188,99.51111111,2.64,99.57,6.92,1.67,102.0603618,2.64,99.57,6.92,1.67,102.0603618
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,14,0.2156,0.0993,0.964977062,33.90568071,95.82222222,1.42,74.34,6.94,0.61,77.03810065,,,,,
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,15,0.2221,0.0987,1.000112575,31.49913873,98.71111111,2.24,97.55,7.66,1.37,97.53901959,2.24,97.55,7.66,1.37,97.53901959
Graingrass-3-Sheath-L,Graingrass,3,Sheath,L,16,0.2142,0.0941,1.011689692,30.70618549,95.2,1.07,64.67,7.12,0.38,63.92276261,,,,,
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,1,0.2163,0.0921,1.043792979,28.50733023,96.13333333,2.12,93.98,7.14,1.24,90.0370111,2.12,93.98,7.14,1.24,90.0370111
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,2,0.2195,0.0933,1.045611528,28.38277206,97.55555556,2.4,99.22,6.86,1.49,94.89183827,2.4,99.22,6.86,1.49,94.89183827
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,3,0.2192,0.0923,1.055495365,27.70579689,97.42222222,2.57,100.79,6.73,1.7,95.49070826,2.57,100.79,6.73,1.7,95.49070826
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,4,0.2205,0.0929,1.05489774,27.74673017,98,3.01,111.61,7.45,2.19,105.8017245,3.01,111.61,7.45,2.19,105.8017245
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,5,0.2192,0.0929,1.048678388,28.17271317,97.42222222,2.07,95.84,7.33,1.24,91.39122263,2.07,95.84,7.33,1.24,91.39122263
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,6,0.2196,0.0933,1.046087889,28.35014462,97.6,3.23,117.84,7.17,2.48,112.6482787,3.23,117.84,7.17,2.48,112.6482787
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,7,0.2177,0.0921,1.05054892,28.0445945,96.75555556,2.75,109.07,7.18,1.93,103.8219143,2.75,109.07,7.18,1.93,103.8219143
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,8,0.2195,0.0936,1.042260209,28.61231446,97.55555556,2.24,95.99,6.8,1.33,92.09792255,2.24,95.99,6.8,1.33,92.09792255
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,9,0.2223,0.0933,1.058949625,27.46920378,98.8,3.15,116.4,7.06,2.38,109.9202429,3.15,116.4,7.06,2.38,109.9202429
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,10,0.2234,0.0934,1.063050202,27.18834231,99.28888889,1.73,88.08,7.47,0.92,82.85591764,1.73,88.08,7.47,0.92,82.85591764
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,11,0.2198,0.0923,1.058384495,27.5079113,97.68888889,3.69,126.16,7.2,3.07,119.2005369,3.69,126.16,7.2,3.07,119.2005369
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,12,0.2195,0.0919,1.061540322,27.29175879,97.55555556,2.52,105.2,7.43,1.7,99.10127563,2.52,105.2,7.43,1.7,99.10127563
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,13,0.2172,0.0926,1.042476602,28.59749302,96.53333333,1.61,82.91,7.21,0.78,79.53176105,,,,,
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,14,0.2177,0.0928,1.042624521,28.58736157,96.75555556,1.64,85.54,7.77,0.85,82.0429582,1.64,85.54,7.77,0.85,82.0429582
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,15,0.2205,0.0936,1.047008547,28.28708582,98,2.82,110.06,7.77,2.04,105.1185306,2.82,110.06,7.77,2.04,105.1185306
Graingrass-3-Sheath-M,Graingrass,3,Sheath,M,16,0.2198,0.0942,1.037037037,28.97006596,97.68888889,1.69,84.78,7.56,0.87,81.75214286,1.69,84.78,7.56,0.87,81.75214286
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,1,0.2161,0.0869,1.10522951,24.29934861,96.04444444,1.14,76.88,8.03,0.48,69.56021286,,,,,
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,2,0.2162,0.0859,1.118613375,23.38264557,96.08888889,3.1,129.8,7.77,2.61,116.0365171,3.1,129.8,7.77,2.61,116.0365171
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,3,0.2177,0.087,1.112132822,23.82651901,96.75555556,1.82,102.03,8.24,1.13,91.74263895,1.82,102.03,8.24,1.13,91.74263895
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,4,0.2166,0.0872,1.103975535,24.38523732,96.26666667,3.35,130.36,7.76,2.86,118.0823269,3.35,130.36,7.76,2.86,118.0823269
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,5,0.2172,0.0883,1.093242733,25.12036075,96.53333333,1.95,103.77,7.98,1.24,94.91945097,1.95,103.77,7.98,1.24,94.91945097
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,6,0.2163,0.0867,1.108804306,24.05449959,96.13333333,2.19,110.13,7.67,1.49,99.32320735,2.19,110.13,7.67,1.49,99.32320735
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,7,0.2174,0.0874,1.105517417,24.27962899,96.62222222,1.82,100.48,7.74,1.08,90.88956762,1.82,100.48,7.74,1.08,90.88956762
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,8,0.2165,0.0863,1.114973606,23.63194478,96.22222222,1.27,84.12,8.02,0.59,75.4457321,,,,,
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,9,0.2208,0.0875,1.12152381,23.18330072,98.13333333,4.6,147.26,7.83,4.54,131.3034986,4.6,147.26,7.83,4.54,131.3034986
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,10,0.2252,0.0879,1.138667678,22.00906316,100.0888889,2.54,116.45,7.71,1.89,102.2686445,2.54,116.45,7.71,1.89,102.2686445
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,11,0.2248,0.0891,1.121336825,23.19610787,99.91111111,3.94,139.32,8.18,3.78,124.2445596,3.94,139.32,8.18,3.78,124.2445596
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,12,0.2265,0.0885,1.13747646,22.09065346,100.6666667,4.24,145.74,7.87,4.12,128.1257285,4.24,145.74,7.87,4.12,128.1257285
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,13,0.2239,0.0886,1.123150238,23.07190149,99.51111111,2.75,119.09,7.63,2.1,106.0321192,2.75,119.09,7.63,2.1,106.0321192
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,14,0.2244,0.0876,1.138508371,22.01997456,99.73333333,3.1,129.02,7.93,2.61,113.3237166,3.1,129.02,7.93,2.61,113.3237166
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,15,0.2211,0.0876,1.121765601,23.16673964,98.26666667,2.54,115.78,7.92,1.85,103.2122931,2.54,115.78,7.92,1.85,103.2122931
Graingrass-3-Sheath-H,Graingrass,3,Sheath,H,16,0.2219,0.0881,1.119434985,23.32637086,98.62222222,2.05,103.13,7.52,1.2,92.12683303,2.05,103.13,7.52,1.2,92.12683303
Graingrass-3-Stem-L,Graingrass,3,Stem,L,1,0.2263,0.1193,0.843066033,42.25575114,100.5777778,2.9,86.1,5.86,1.61,102.1272316,2.9,86.1,5.86,1.61,102.1272316
Graingrass-3-Stem-L,Graingrass,3,Stem,L,2,0.2278,0.1185,0.854383497,41.48058237,101.2444444,3.05,92.82,6.73,1.86,108.6397388,3.05,92.82,6.73,1.86,108.6397388
Graingrass-3-Stem-L,Graingrass,3,Stem,L,3,0.2305,0.1237,0.828168508,43.27612959,102.4444444,2.84,85.37,5.69,1.55,103.0828861,2.84,85.37,5.69,1.55,103.0828861
Graingrass-3-Stem-L,Graingrass,3,Stem,L,4,0.2257,0.1218,0.823572341,43.59093556,100.3111111,2.71,84.25,5.42,1.43,102.2982388,2.71,84.25,5.42,1.43,102.2982388
Graingrass-3-Stem-L,Graingrass,3,Stem,L,5,0.2334,0.122,0.850273224,41.76210794,103.7333333,2.67,83.02,5.92,1.42,97.63920308,2.67,83.02,5.92,1.42,97.63920308
Graingrass-3-Stem-L,Graingrass,3,Stem,L,6,0.2286,0.1224,0.830065359,43.14620825,101.6,1.73,65.24,5.31,0.65,78.59622047,1.73,65.24,5.31,0.65,78.59622047
Graingrass-3-Stem-L,Graingrass,3,Stem,L,7,0.2281,0.122,0.830965392,43.08456222,101.3777778,1.49,59.61,5.67,0.52,71.73583954,1.49,59.61,5.67,0.52,71.73583954
Graingrass-3-Stem-L,Graingrass,3,Stem,L,8,0.2249,0.1244,0.80350125,44.96566778,99.95555556,1.74,66.17,5.88,0.7,82.35208092,1.74,66.17,5.88,0.7,82.35208092
Graingrass-3-Stem-L,Graingrass,3,Stem,L,9,0.2252,0.122,0.820400729,43.80816927,100.0888889,2.84,79.47,5.62,1.46,96.86729574,2.84,79.47,5.62,1.46,96.86729574
Graingrass-3-Stem-L,Graingrass,3,Stem,L,10,0.2256,0.123,0.815176152,44.166017,100.2666667,2.11,69.77,5.68,0.92,85.58886303,2.11,69.77,5.68,0.92,85.58886303
Graingrass-3-Stem-L,Graingrass,3,Stem,L,11,0.2238,0.1225,0.811972789,44.3854254,99.46666667,2.15,68.46,5.29,0.92,84.31317024,2.15,68.46,5.29,0.92,84.31317024
Graingrass-3-Stem-L,Graingrass,3,Stem,L,12,0.2249,0.1202,0.831577001,43.04267114,99.95555556,1.29,54.4,5.24,0.39,65.41787461,,,,,
Graingrass-3-Stem-L,Graingrass,3,Stem,L,13,0.2281,0.1228,0.825551936,43.45534683,101.3777778,2.01,70.64,6.05,0.88,85.56699693,2.01,70.64,6.05,0.88,85.56699693
Graingrass-3-Stem-L,Graingrass,3,Stem,L,14,0.2218,0.1215,0.811339735,44.42878529,98.57777778,2.16,71.01,5.93,0.97,87.521906,2.16,71.01,5.93,0.97,87.521906
Graingrass-3-Stem-L,Graingrass,3,Stem,L,15,0.2276,0.1244,0.813147553,44.30496214,101.1555556,1.73,64.39,5.71,0.65,79.18612039,1.73,64.39,5.71,0.65,79.18612039
Graingrass-3-Stem-L,Graingrass,3,Stem,L,16,0.2301,0.1235,0.828070175,43.2828647,102.2666667,1.57,61.77,5.39,0.57,74.59512712,1.57,61.77,5.39,0.57,74.59512712
Graingrass-3-Stem-M,Graingrass,3,Stem,M,1,0.2281,0.1044,0.971051511,33.48962251,101.3777778,3.57,111.87,7.11,2.63,115.205011,3.57,111.87,7.11,2.63,115.205011
Graingrass-3-Stem-M,Graingrass,3,Stem,M,2,0.2307,0.1061,0.966383915,33.80932092,102.5333333,3.02,105.92,6.82,2.07,109.6044733,3.02,105.92,6.82,2.07,109.6044733
Graingrass-3-Stem-M,Graingrass,3,Stem,M,3,0.2285,0.1061,0.95716829,34.44052809,101.5555556,3.22,106.79,6.61,2.22,111.5686772,3.22,106.79,6.61,2.22,111.5686772
Graingrass-3-Stem-M,Graingrass,3,Stem,M,4,0.2276,0.1047,0.966146662,33.82557107,101.1555556,3.5,110.24,7.08,2.53,114.1027592,3.5,110.24,7.08,2.53,114.1027592
Graingrass-3-Stem-M,Graingrass,3,Stem,M,5,0.2299,0.1057,0.966677179,33.78923434,102.1777778,3.5,112.78,6.84,2.58,116.6676968,3.5,112.78,6.84,2.58,116.6676968
Graingrass-3-Stem-M,Graingrass,3,Stem,M,6,0.2272,0.1044,0.967220094,33.75204838,100.9777778,1.94,83.66,6.43,0.97,86.4953081,,,,,
Graingrass-3-Stem-M,Graingrass,3,Stem,M,7,0.2317,0.1043,0.987322893,32.37514429,102.9777778,3.18,110.9,6.98,2.28,112.3239426,3.18,110.9,6.98,2.28,112.3239426
Graingrass-3-Stem-M,Graingrass,3,Stem,M,8,0.2242,0.1051,0.948091764,35.06220791,99.64444444,1.18,64.06,6.9,0.43,67.56729929,,,,,
Graingrass-3-Stem-M,Graingrass,3,Stem,M,9,0.2349,0.1061,0.98397738,32.60428905,104.4,3.38,111.14,7.04,2.46,112.949751,3.38,111.14,7.04,2.46,112.949751
Graingrass-3-Stem-M,Graingrass,3,Stem,M,10,0.223,0.1053,0.941226126,35.5324571,99.11111111,2.9,98.41,6.66,1.85,104.5551087,2.9,98.41,6.66,1.85,104.5551087
Graingrass-3-Stem-M,Graingrass,3,Stem,M,11,0.2308,0.1058,0.969544213,33.5928621,102.5777778,2.17,89.73,6.5,1.2,92.54864168,2.17,89.73,6.5,1.2,92.54864168
Graingrass-3-Stem-M,Graingrass,3,Stem,M,12,0.2283,0.1045,0.970972887,33.49500776,101.4666667,3.04,104.75,7.12,2.1,107.8814882,3.04,104.75,7.12,2.1,107.8814882
Graingrass-3-Stem-M,Graingrass,3,Stem,M,13,0.2235,0.1039,0.956047482,34.51729578,99.33333333,3.32,110.07,6.98,2.42,115.1302651,3.32,110.07,6.98,2.42,115.1302651
Graingrass-3-Stem-M,Graingrass,3,Stem,M,14,0.2245,0.105,0.95026455,34.91338697,99.77777778,3.69,114.9,6.66,2.77,120.9136971,3.69,114.9,6.66,2.77,120.9136971
Graingrass-3-Stem-M,Graingrass,3,Stem,M,15,0.2248,0.1054,0.947923255,35.07374964,99.91111111,3.55,109.09,6.58,2.55,115.0831561,3.55,109.09,6.58,2.55,115.0831561
Graingrass-3-Stem-M,Graingrass,3,Stem,M,16,0.2274,0.1075,0.940155039,35.60581926,101.0666667,2.43,91.19,6.47,1.4,96.9946405,2.43,91.19,6.47,1.4,96.9946405
Graingrass-3-Stem-H,Graingrass,3,Stem,H,1,0.1918,0.0795,1.072257163,26.55772857,85.24444444,3.41,124.79,7.38,2.77,116.3806635,3.41,124.79,7.38,2.77,116.3806635
Graingrass-3-Stem-H,Graingrass,3,Stem,H,2,0.1899,0.081,1.041975309,28.63182818,84.4,3.87,128.98,7.98,3.36,123.7841232,3.87,128.98,7.98,3.36,123.7841232
Graingrass-3-Stem-H,Graingrass,3,Stem,H,3,0.1881,0.0795,1.051572327,27.97449815,83.6,3.23,119.8,7.43,2.54,113.9246411,3.23,119.8,7.43,2.54,113.9246411
Graingrass-3-Stem-H,Graingrass,3,Stem,H,4,0.1862,0.0793,1.043575732,28.52221013,82.75555556,3.26,120.26,7.6,2.59,115.2384023,3.26,120.26,7.6,2.59,115.2384023
Graingrass-3-Stem-H,Graingrass,3,Stem,H,5,0.1835,0.079,1.032348805,29.29117777,81.55555556,2.64,107.81,7.35,1.82,104.4317575,2.64,107.81,7.35,1.82,104.4317575
Graingrass-3-Stem-H,Graingrass,3,Stem,H,6,0.1865,0.0803,1.03224021,29.29861573,82.88888889,3.4,121.14,7.95,2.75,117.3564048,3.4,121.14,7.95,2.75,117.3564048
Graingrass-3-Stem-H,Graingrass,3,Stem,H,7,0.1852,0.0786,1.054566016,27.76945093,82.88888889,3.05,115.04,7.66,2.29,109.0875282,3.05,115.04,7.66,2.29,109.0875282
Graingrass-3-Stem-H,Graingrass,3,Stem,H,8,0.1892,0.0841,0.978729026,32.96376532,82.31111111,3.14,114.14,7.55,2.36,116.6206344,3.14,114.14,7.55,2.36,116.6206344
Graingrass-3-Stem-H,Graingrass,3,Stem,H,9,0.1864,0.0793,1.060389519,27.37058086,84.08888889,4.28,117.5,6.38,3.31,110.8083377,4.28,117.5,6.38,3.31,110.8083377
Graingrass-3-Stem-H,Graingrass,3,Stem,H,10,0.1927,0.0803,1.03168673,29.33652532,82.84444444,1.32,66.64,6.84,0.5,64.59325107,,,,,
Graingrass-3-Stem-H,Graingrass,3,Stem,H,11,0.1929,0.0812,1.054734537,27.75790839,85.64444444,4.85,125.28,6.7,3.98,118.7787026,4.85,125.28,6.7,3.98,118.7787026
Graingrass-3-Stem-H,Graingrass,3,Stem,H,12,0.186,0.08,1.071666667,26.59817352,85.73333333,4.15,117.13,7.38,3.23,109.2970451,4.15,117.13,7.38,3.23,109.2970451
Graingrass-3-Stem-H,Graingrass,3,Stem,H,13,0.1872,0.0803,1.02947281,29.48816368,82.66666667,3.94,112.14,6.81,2.89,108.9295403,3.94,112.14,6.81,2.89,108.9295403
Graingrass-3-Stem-H,Graingrass,3,Stem,H,14,0.1895,0.0817,1.018359853,30.24932513,83.2,3.93,114.08,6.25,2.89,112.0232692,3.93,114.08,6.25,2.89,112.0232692
